Sun Mar 24 17:22:31 2024    prof.out

         1141209 function calls (1123906 primitive calls) in 2.888 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 _hooks.py:370(HookCaller)
        1    0.000    0.000    0.000    0.000 zipfile.py:808(ZipExtFile)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:79(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:1512(CenteredNorm)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:700(PngImageFile)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
        1    0.000    0.000    0.000    0.000 collections.py:1748(CircleCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:351(EntryPoints)
        1    0.000    0.000    0.000    0.000 argparsing.py:258(Argument)
        1    0.000    0.000    0.000    0.000 case.py:243(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
        1    0.000    0.000    0.000    0.000 __init__.py:67(register)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:657(Breakpoint)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 _hooks.py:151(HookimplMarker)
       18    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        6    0.000    0.000    0.000    0.000 enum.py:804(__members__)
        2    0.000    0.000    0.000    0.000 rcsetup.py:858(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 bezier.py:181(BezierSegment)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        8    0.000    0.000    0.000    0.000 typing.py:2976(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 scope.py:90(<listcomp>)
       18    0.000    0.000    0.000    0.000 typing.py:2909(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:912(createLock)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 _mathtext.py:329(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 __init__.py:467(SelectableGroups)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        1    0.000    0.000    0.000    0.000 colors.py:548(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:958(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 offsetbox.py:824(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 structures.py:524(__init__)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 traceback.py:674(TracebackException)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 backend_tools.py:709(ToolZoom)
        1    0.000    0.000    0.000    0.000 path.py:40(Checkers)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 Image.py:3483(register_extensions)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 threading.py:644(Barrier)
        2    0.000    0.000    0.000    0.000 core.py:6643(__setattr__)
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1141(OffsetImage)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:402(ThetaAxis)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
       12    0.000    0.000    0.000    0.000 version.py:518(<lambda>)
        1    0.000    0.000    0.000    0.000 ticker.py:815(LogFormatter)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 dataclasses.py:1437(exec_body_callback)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1751(ParserState)
        1    0.000    0.000    0.000    0.000 argparse.py:1335(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 _tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 polar.py:140(PolarAffine)
        1    0.000    0.000    0.000    0.000 fixtures.py:856(FixtureLookupErrorRepr)
        1    0.000    0.000    0.000    0.000 case.py:1388(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        7    0.000    0.000    0.000    0.000 enum.py:1637(_simple_enum)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.000    0.000 core.py:4066(MatchFirst)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
        1    0.000    0.000    0.000    0.000 backend_tools.py:896(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 code.py:1307(ReprLocals)
        2    0.000    0.000    0.000    0.000 __init__.py:754(__init__)
        1    0.000    0.000    0.000    0.000 pytester.py:208(PytestArg)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
        8    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        2    0.000    0.000    0.000    0.000 rcsetup.py:543(validate_bbox)
        1    0.000    0.000    0.000    0.000 collections.py:2239(PolyQuadMesh)
        1    0.000    0.000    0.000    0.000 image.py:1188(PcolorImage)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        1    0.000    0.000    0.000    0.000 offsetbox.py:707(TextArea)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:198(Formatter)
        1    0.000    0.000    0.000    0.000 patches.py:3136(_Base)
        1    0.000    0.000    0.000    0.000 socket.py:663(SocketIO)
        1    0.000    0.000    0.000    0.000 capture.py:315(NoCapture)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        2    0.000    0.000    0.000    0.000 types.py:77(resolve_bases)
        4    0.000    0.000    0.000    0.000 __init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 random.py:215(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 transforms.py:2445(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 core.py:125(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        1    0.000    0.000    0.000    0.000 dates.py:1192(RRuleLocator)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 zipfile.py:2238(CompleteDirs)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:1303(Manager)
        1    0.000    0.000    0.000    0.000 platform.py:740(_Processor)
        1    0.000    0.000    0.000    0.000 version.py:420(major)
        1    0.000    0.000    0.000    0.000 transforms.py:2627(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 __init__.py:922(PathDistribution)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:895(_resolve_filename)
        1    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 threading.py:231(Condition)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 __config__.py:101(<listcomp>)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1655(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:754(<listcomp>)
        7    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 layout_engine.py:132(TightLayoutEngine)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        1    0.000    0.000    0.000    0.000 code.py:1154(ReprExceptionInfo)
        1    0.000    0.000    0.000    0.000 __init__.py:208(cmdline)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:181(_ndptr)
        1    0.000    0.000    0.000    0.000 _mathtext.py:540(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 warning_types.py:64(PytestExperimentalApiWarning)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        1    0.000    0.000    0.000    0.000 __init__.py:1402(_fixupChildren)
        1    0.000    0.000    0.000    0.000 __init__.py:531(Formatter)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        3    0.000    0.000    0.000    0.000 datetime.py:2313(_create)
        1    0.000    0.000    0.000    0.000 getlimits.py:630(iinfo)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 cbook.py:677(_Stack)
        1    0.000    0.000    0.000    0.000 rrule.py:94(rrulebase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3210(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
        1    0.000    0.000    0.000    0.000 _adapters.py:114(OrphanPath)
        1    0.000    0.000    0.000    0.000 dates.py:995(rrulewrapper)
        1    0.000    0.000    0.000    0.000 capture.py:442(FDCaptureBase)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 ticker.py:1458(PercentFormatter)
        1    0.000    0.000    0.000    0.000 core.py:3911(Or)
        6    0.000    0.000    0.000    0.000 results.py:241(__len__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:245(ToolSetCursor)
        1    0.000    0.000    0.000    0.000 backend_tools.py:457(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        1    0.000    0.000    0.000    0.000 figure.py:73(_AxesStack)
        6    0.000    0.000    0.000    0.000 animation.py:111(wrapper)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
       10    0.000    0.000    0.000    0.000 case.py:1366(_deprecate)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 enum.py:1230(__hash__)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 _structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 cbook.py:92(_StrongRef)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:151(ChunkStream)
        1    0.000    0.000    0.000    0.000 ImageFile.py:380(Parser)
        1    0.000    0.000    0.000    0.000 _util.py:19(DeferredError)
        1    0.000    0.000    0.000    0.000 ticker.py:1109(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2594(AsinhLocator)
        1    0.000    0.000    0.000    0.000 core.py:4591(PrecededBy)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 axis.py:405(XTick)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 dates.py:1778(DateConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:862(Prepared)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 _docstring.py:6(Substitution)
        1    0.000    0.000    0.000    0.000 scale.py:409(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 ticker.py:159(_DummyAxis)
        1    0.000    0.000    0.000    0.000 backend_tools.py:158(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 image.py:1325(FigureImage)
        1    0.000    0.000    0.000    0.000 axis.py:462(YTick)
